target,prb_id,result1,result2,result3,result4,result5,,,,,
targetIP=95.101.72.217,11285,4.45687,4.433635,4.40527,4.442385,4.437315,,,,,
targetIP=202.224.62.210,11287,9.41191,6.827825,6.87894,6.886635,6.7691,,,,,
targetIP=198.164.26.136,17620,40.88237,40.72465,40.697655,40.708595,40.805375,,,,,
targetIP=2.23.167.43,17625,1.975445,1.80865,1.767025,1.674235,1.673135,,,,,
targetIP=193.225.13.230,3747,17.681668,5.240066,5.283074,4.607233,4.597249,,,,,
targetIP=193.225.13.232,3742,7.755266,3.387649,3.427585,3.371521,3.416833,,,,,
targetIP=23.1.240.114,3741,16.464388,16.143363,16.049667,16.560387,16.669443,,,,,
targetIP=23.32.241.147,13531,1.359205,1.311265,1.227935,1.22881,1.230765,,,,,
targetIP=184.150.158.25,4621,8.169986,7.902722,7.883522,7.84205,7.798274,,,,,
targetIP=23.32.241.176,13533,225.69611,225.629875,225.577405,225.58482,225.62708,,,,,
targetIP=23.49.60.176,13536,0.431895,0.383135,0.334505,0.35882,0.364035,,,,,
targetIP=2.21.89.35,4628,1.903873,1.949953,1.949185,1.928449,1.969153,,,,,
targetIP=95.100.97.48,4629,11.030786,10.742018,9.726722,10.051586,8.673794,,,,,
targetIP=23.52.70.23,11753,29.148665,28.77546,28.810095,28.987695,28.818295,,,,,
targetIP=80.239.178.67,11758,6.885005,6.20449,6.43573,6.727975,6.73967,,,,,
targetIP=95.101.182.153,19560,30.94315,30.662155,30.66108,30.89771,31.23336,,,,,
targetIP=104.86.110.225,14534,21.476245,21.464585,21.409815,21.3752,21.36336,,,,,
targetIP=104.103.72.96,19563,4.50974,4.595775,5.18138,4.455765,4.32501,,,,,
targetIP=23.54.158.9,19569,10.16615,9.92974,10.00536,9.913885,10.01389,,,,,
targetIP=80.239.148.17,20731,7.162225,7.059205,7.010195,7.1068,7.151105,,,,,
targetIP=213.153.34.10,21475,8.23315,8.50819,9.689885,8.717135,9.670765,,,,,
targetIP=104.80.88.73,20733,7.50598,7.709225,7.607755,7.6951,7.417625,,,,,
targetIP=2.16.103.218,20884,2.620175,2.547895,2.54947,2.55303,2.5805,,,,,
targetIP=201.48.38.152,20883,13.605175,13.3703,13.54502,13.23261,13.115905,,,,,
targetIP=184.51.114.83,20734,11.586355,11.160475,11.659035,11.21351,11.19814,,,,,
targetIP=46.238.98.242,20738,5.479505,5.669765,6.654015,5.884585,19.434025,,,,,
targetIP=195.14.151.140,13084,20.255115,20.584095,20.79652,20.364565,19.694375,,,,,
targetIP=23.74.28.51,19275,11.830085,12.71727,26.237155,12.83898,12.71647,,,,,
targetIP=65.175.141.222,13288,11.86621,12.15805,15.245225,11.39736,13.43999,,,,,
targetIP=87.245.196.105,176,29.903622,29.90823,29.76231,29.951238,29.909766,,,,,
targetIP=23.6.112.113,175,3.028993,40.208648,2.866177,2.845441,2.734849,,,,,
targetIP=88.221.14.25,13284,9.77203,9.740575,10.072755,10.192375,10.51279,,,,,
targetIP=95.101.119.10,173,69.810446,70.02779,70.042382,69.879566,70.024718,,,,,
targetIP=95.101.1.82,13282,3.92824,3.1675,3.15716,3.214525,3.29743,,,,,
targetIP=92.122.122.144,13280,9.32673,8.910305,9.81579,9.66749,9.786085,,,,,
targetIP=80.93.16.208,34424,2.2723,2.17141,1.957595,1.96414,2.0736,,,,,
targetIP=178.18.231.83,21199,1.22581,1.346675,1.119395,1.18847,1.876085,,,,,
targetIP=2.23.167.43,11994,8.64,8.580555,8.6141,8.661325,8.490125,,,,,
targetIP=92.122.48.27,21282,3.95988,3.746115,3.76129,3.74933,3.766685,,,,,
targetIP=2.22.8.34,21280,17.84131,17.634985,14.0504,14.18479,14.30928,,,,,
targetIP=88.221.134.58,21934,7.28042,7.14542,8.1738,7.158745,7.175945,,,,,
targetIP=80.239.178.67,21284,4.21385,4.15502,4.132195,4.07568,4.089935,,,,,
targetIP=95.101.1.72,21285,1.084295,0.85526,0.87903,0.785465,0.889115,,,,,
targetIP=23.43.165.11,10390,43.05409,44.50489,44.03164,43.32071,43.333995,,,,,
targetIP=72.195.165.88,10394,12.924985,26.51049,10.1809,12.59065,11.951845,,,,,
targetIP=200.105.130.14,31168,7.714675,58.176605,9.883865,6.239015,6.44842,,,,,
targetIP=128.139.199.8,16933,2.096125,1.97434,1.87,1.82678,1.9212,,,,,
targetIP=92.123.72.23,16930,6.56615,6.96028,6.53915,6.59236,6.751285,,,,,
targetIP=173.223.106.24,34428,14.506365,12.86692,11.0732,12.19497,12.85813,,,,,
targetIP=2.22.112.106,6217,61.789023,61.476688,61.327976,61.55133,61.65229,,,,,
targetIP=68.106.122.51,6216,22.562274,22.560084,22.596906,22.440215,22.465721,,,,,
targetIP=184.28.188.178,6215,0.366972,0.338386,0.308759,0.300109,0.249441,,,,,
targetIP=92.123.140.67,6214,1.346395,1.303475,1.27739,1.214105,1.203245,,,,,
targetIP=2.21.228.168,6213,0.49416,0.430533,0.437658,0.417139,0.415804,,,,,
targetIP=104.93.82.27,12223,7.690065,7.576765,7.47326,7.51815,7.446335,,,,,
targetIP=77.222.148.89,6211,20.481368,20.432668,20.460238,20.425603,20.450249,,,,,
targetIP=84.53.143.44,6210,0.679808,0.645351,0.69977,0.634345,0.70724,,,,,
targetIP=23.10.249.187,6219,0.930669,0.925714,0.917374,0.910088,0.896528,,,,,
targetIP=23.62.157.110,6218,62.394101,62.417393,62.503148,62.387962,62.559081,,,,,
targetIP=72.247.182.17,15708,41.593505,41.323065,41.964775,42.88378,41.75396,,,,,
targetIP=23.6.112.144,13542,6.221695,6.15869,6.24636,6.20495,6.19599,,,,,
targetIP=23.32.241.147,15701,25.48192,24.99383,24.79811,24.808225,24.564725,,,,,
targetIP=119.224.143.42,19974,1.154385,1.091465,1.077745,1.06818,1.125665,,,,,
targetIP=2.16.186.17,29376,10.91666,9.98099,9.94178,9.74452,9.4857,,,,,
targetIP=2.20.248.50,29377,22.41942,28.326255,20.56266,20.441645,21.48962,,,,,
targetIP=23.62.62.153,10576,24.27857,23.125595,21.74859,22.907875,25.420145,,,,,
targetIP=209.148.192.26,29379,19.84663,25.779625,15.873935,23.83547,12.779885,,,,,
targetIP=104.93.82.34,24147,22.439655,22.623205,22.320735,22.553685,22.8156,,,,,
targetIP=129.143.66.147,21424,1.39133,1.29965,1.252145,1.29909,1.308575,,,,,
targetIP=23.10.249.187,24142,0.859125,0.74935,0.962345,0.76456,0.83932,,,,,
targetIP=104.83.4.171,18931,22.4919,25.281325,9.42408,9.976645,8.51264,,,,,
targetIP=23.64.15.89,18939,9.12674,8.60739,6.628845,6.59453,6.823125,,,,,
targetIP=2.22.118.176,32467,13.0199,12.621245,12.935875,12.79072,12.699835,,,,,
targetIP=64.126.131.3,33759,5.84396,5.65985,6.62,5.65197,5.359825,,,,,
targetIP=88.221.144.145,30621,13.863355,13.066225,13.75877,17.612745,15.79168,,,,,
targetIP=2.22.8.106,30626,23.44339,23.759985,22.9163,25.75895,29.214415,,,,,
targetIP=8.18.42.83,28592,38.37885,33.501655,32.168655,33.503885,33.071335,,,,,
targetIP=2.21.89.32,33757,120.65796,120.093775,120.067215,119.59205,120.115775,,,,,
targetIP=95.101.1.72,18824,5.30965,5.40207,5.20475,5.14811,5.49403,,,,,
targetIP=104.96.169.32,11843,1.147865,1.14834,0.69633,0.69926,0.64568,,,,,
targetIP=89.218.19.17,33020,35.00443,34.858745,34.794685,34.846065,34.71628,,,,,
targetIP=77.222.148.97,29596,4.08701,0.83323,0.85425,0.785395,0.815535,,,,,
targetIP=92.122.122.144,33937,4.843365,4.415315,4.418415,4.460565,4.42305,,,,,
targetIP=184.150.163.34,29594,22.62192,22.4656,22.497925,22.486945,22.51997,,,,,
targetIP=104.103.72.67,29590,12.08592,12.231555,11.982935,12.122335,11.80519,,,,,
targetIP=80.239.236.42,18312,1.817845,1.91319,2.16968,1.80275,2.0674,,,,,
targetIP=125.214.166.11,18645,2.347875,2.30124,2.211255,2.24055,2.17016,,,,,
targetIP=95.101.72.217,24554,14.974885,14.44026,14.577765,14.42804,14.21419,,,,,
targetIP=2.16.186.17,14343,9.334915,9.20041,9.174955,9.318745,9.249575,,,,,
targetIP=125.214.166.16,18643,2.06825,1.882195,2.123225,1.90371,1.88947,,,,,
targetIP=95.101.182.153,11118,27.03259,25.774445,26.089975,25.727305,25.750405,,,,,
targetIP=23.65.29.18,690,14.751747,15.744003,15.514371,13.52525,15.160324,,,,,
targetIP=2.16.186.32,691,28.594181,28.198662,28.948999,27.110406,28.716294,,,,,
targetIP=195.12.179.25,697,7.579394,4.019713,3.957505,3.932929,3.945217,,,,,
targetIP=104.72.70.10,28359,0.79057,0.753195,0.71037,0.720865,0.704495,,,,,
targetIP=95.101.1.82,28356,3.69882,3.613345,3.6203,3.73855,3.68287,,,,,
targetIP=119.224.143.42,14473,26.684865,25.14612,24.21192,24.456195,26.49013,,,,,
targetIP=23.64.15.67,33242,10.064105,10.27879,10.215005,10.929975,9.580765,,,,,
targetIP=23.59.154.19,28421,160.610485,160.482885,158.441255,159.75088,163.164575,,,,,
targetIP=23.210.203.56,28352,1.71089,1.297285,1.271675,1.16412,1.15696,,,,,
targetIP=92.123.155.48,28423,11.925675,11.81177,11.72571,11.88586,12.01295,,,,,
targetIP=23.55.59.32,28422,2.68724,2.725375,2.82319,2.62296,2.609545,,,,,
targetIP=104.86.110.225,30335,78.70902,94.3568,62.91204,76.798525,98.50577,,,,,
targetIP=196.46.1.137,19574,1.036045,0.565725,0.566565,0.61367,0.579095,,,,,
targetIP=23.205.220.57,30330,19.37875,19.067415,19.08101,19.10803,19.3907,,,,,
targetIP=23.192.239.169,34307,23.927035,22.991075,23.7246,23.7913,23.726895,,,,,
targetIP=92.122.122.144,34306,11.519895,11.311595,11.49447,11.5773,11.58904,,,,,
targetIP=92.123.224.50,34308,146.86777,146.90185,146.978415,146.52449,147.024975,,,,,
targetIP=119.224.143.42,30338,2.90317,2.754205,2.759025,2.76374,2.728475,,,,,
targetIP=2.22.112.106,31575,19.150395,18.791705,19.10298,19.04858,18.81447,,,,,
targetIP=2.22.112.178,31577,7.03855,6.55318,6.3902,6.264035,6.455555,,,,,
targetIP=23.200.86.168,13842,1.362085,1.3911,1.316895,1.300565,1.30058,,,,,
targetIP=94.246.183.32,32864,8.834435,8.596965,8.433645,8.220645,8.50491,,,,,
targetIP=104.84.150.167,19193,31.81474,43.95249,32.40866,35.221195,26.271765,,,,,
targetIP=96.17.196.105,35218,9.368265,9.3118,9.318355,9.33092,9.32486,,,,,
targetIP=87.245.195.243,35219,2.63135,2.629485,2.14665,1.80008,2.168725,,,,,
targetIP=203.29.143.155,35214,17.13418,16.90144,17.27426,17.588985,18.050835,,,,,
targetIP=213.136.45.9,23264,5.05143,4.871565,4.87969,4.875535,4.868555,,,,,
targetIP=92.123.155.32,23262,9.54314,9.52617,9.49294,9.51829,9.525395,,,,,
targetIP=212.126.99.8,11560,4.41424,0.646715,0.696545,0.726235,0.636485,,,,,
targetIP=81.167.39.137,11561,11.02862,10.827945,10.9126,10.830825,10.84883,,,,,
targetIP=80.239.159.9,11562,1.199565,1.23413,1.217985,1.067355,1.13667,,,,,
targetIP=92.123.72.7,11563,3.650285,3.382525,3.40066,3.404495,3.34811,,,,,
targetIP=95.101.1.82,19030,1.50244,1.435075,1.31513,1.4232,1.37983,,,,,
targetIP=173.222.108.33,22247,13.621805,12.861965,13.049365,13.026325,12.839135,,,,,
targetIP=213.57.23.144,25049,10.56357,10.114545,10.28801,10.22522,10.452065,,,,,
targetIP=165.254.95.35,25737,12.48528,12.146915,13.638545,12.153655,12.154185,,,,,
targetIP=2.22.8.34,34547,16.86405,16.946145,16.89595,16.834395,16.75269,,,,,
targetIP=92.123.72.23,27398,9.91862,10.73227,19.45396,8.736505,8.89116,,,,,
targetIP=80.228.45.17,27394,5.756895,5.0542,5.07375,5.10118,5.026135,,,,,
targetIP=37.110.193.136,22998,21.314655,21.15029,21.101775,21.054175,21.09095,,,,,
targetIP=62.165.164.176,258,30.408199,37.334024,37.310215,46.177545,37.091335,,,,,
targetIP=95.101.1.82,19329,2.248325,2.178555,2.210175,2.47004,2.22394,,,,,
targetIP=2.22.112.106,32070,10.11328,9.916345,9.89081,10.03247,10.04795,,,,,
targetIP=95.101.1.82,16233,4.863005,4.752965,4.701115,4.595425,4.64381,,,,,
targetIP=23.200.86.168,32072,44.31414,31.610005,41.94692,40.053685,38.23904,,,,,
targetIP=104.96.0.153,32075,15.73425,16.57849,16.928715,13.953045,14.168835,,,,,
targetIP=201.21.214.153,16234,20.674575,14.871285,17.434315,15.855575,10.129745,,,,,
targetIP=23.62.231.169,19917,14.94779,13.347115,13.56194,13.261405,15.56283,,,,,
targetIP=2.17.123.161,12038,25.395425,23.81781,23.40344,23.82871,23.83269,,,,,
targetIP=72.247.176.97,12031,3.1573,2.688195,2.62672,2.644175,2.703615,,,,,
targetIP=23.52.70.23,12036,1.662125,1.58837,1.59105,1.609515,1.681035,,,,,
targetIP=204.237.174.217,12035,97.300015,97.11091,97.2655,97.263835,97.186975,,,,,
targetIP=2.22.8.106,34544,13.68795,13.344085,14.880345,19.257655,15.96661,,,,,
targetIP=173.223.106.24,19320,0.68027,0.690385,0.654035,0.700665,0.72603,,,,,
targetIP=104.80.88.48,19326,5.14111,5.024505,5.032065,4.9936,5.29206,,,,,
targetIP=104.124.54.10,21638,52.32789,51.73502,51.81599,51.55408,51.97174,,,,,
targetIP=23.15.4.25,19324,21.29896,19.939915,20.118575,22.75417,20.467965,,,,,
targetIP=2.23.167.48,28877,30.84813,30.749975,30.82738,30.793985,30.813065,,,,,
targetIP=65.222.200.81,3683,7.843585,3.377665,3.333889,3.461377,3.176449,,,,,
targetIP=116.91.142.75,3682,9.06701,2.357761,2.345473,2.444545,2.342401,,,,,
targetIP=104.121.76.8,3680,8.880386,8.642306,8.600066,8.614658,8.628482,,,,,
targetIP=23.55.58.250,3687,11.67437,11.410178,11.330306,11.596034,11.38253,,,,,
targetIP=65.202.58.17,3686,14.782468,15.395332,14.964484,15.400708,15.679492,,,,,
targetIP=23.215.102.99,3685,11.986179,11.149826,12.258051,10.977794,10.941698,,,,,
targetIP=23.200.86.168,2518,5.41133,5.090305,5.108737,5.435905,5.280001,,,,,
targetIP=72.247.176.120,2519,15.155715,13.867779,13.988355,13.777155,15.591171,,,,,
targetIP=173.222.108.50,2515,1.710337,1.658113,1.667329,1.662721,1.667329,,,,,
targetIP=23.65.29.18,2517,3.674881,3.697921,3.643393,3.624961,3.608065,,,,,
