prb_id,median,,,,,,,,,,
35237,62.17473,61.644775,61.86542,62.17473,62.621515,62.716235,,,,,
35232,43.66567,42.32446,42.62873,43.66567,44.01657,44.775525,,,,,
35233,63.98544,62.60125,63.502575,63.98544,71.572465,142.480145,,,,,
35230,112.068925,111.73185,111.74295,112.068925,112.73167,113.240045,,,,,
35547,169.986895,169.734795,169.82719,169.986895,170.215275,171.72515,,,,,
35239,17.54129,16.82715,17.033565,17.54129,17.547035,20.69797,,,,,
11540,31.51526,30.201295,31.17687,31.51526,32.96026,36.88466,,,,,
11541,60.64497,57.51948,59.776775,60.64497,65.25838,66.60068,,,,,
28991,36.38475,35.617415,36.329605,36.38475,36.63941,36.95354,,,,,
28999,78.77033,78.70833,78.758255,78.77033,78.77224,79.27326,,,,,
19397,21.116005,17.28008,19.78301,21.116005,28.874045,36.75378,,,,,
19395,73.39302,73.300415,73.363935,73.39302,73.412515,73.556915,,,,,
19394,34.30472,34.240335,34.250775,34.30472,34.343675,34.432215,,,,,
19393,29.662615,29.6277,29.62878,29.662615,29.70606,29.797795,,,,,
19391,43.07671,41.149505,41.852755,43.07671,43.373215,44.01647,,,,,
22260,52.07763,52.03684,52.055955,52.07763,52.14263,52.308785,,,,,
16072,164.7007,162.942795,164.343245,164.7007,165.17993,165.685835,,,,,
22268,26.03962,22.850515,24.447825,26.03962,27.218175,35.37229,,,,,
25060,143.529105,143.24003,143.26057,143.529105,143.73532,143.89453,,,,,
25067,10.57113,10.56415,10.56885,10.57113,10.57839,10.59833,,,,,
25064,227.488035,226.202475,227.339555,227.488035,227.732195,228.39475,,,,,
25069,112.10816,111.153575,111.787085,112.10816,113.71819,115.20379,,,,,
27376,38.232625,36.871335,37.360505,38.232625,39.006905,44.29206,,,,,
27379,60.072275,59.09971,59.345075,60.072275,60.536895,60.70613,,,,,
33013,126.383345,124.847265,125.177855,126.383345,127.9533,131.34548,,,,,
15958,164.527495,164.11534,164.48296,164.527495,168.21255,207.623655,,,,,
25283,151.40727,151.348975,151.350425,151.40727,151.431265,151.43742,,,,,
25280,178.04771,177.862,177.9964,178.04771,178.59369,178.62398,,,,,
25281,32.534025,32.012955,32.06528,32.534025,32.620845,32.738755,,,,,
19972,161.01348,154.35765,158.96622,161.01348,169.430995,172.62527,,,,,
19971,265.76605,265.72294,265.765475,265.76605,265.927055,266.17961,,,,,
19970,190.44848,190.37127,190.428395,190.44848,190.524855,190.565115,,,,,
274,26.427653,26.172677,26.201093,26.427653,26.438405,26.582022,,,,,
32016,32.647605,32.488075,32.49285,32.647605,32.701545,33.25042,,,,,
19975,58.452535,58.360075,58.420205,58.452535,58.619845,58.653225,,,,,
277,30.590982,30.249222,30.269958,30.590982,30.782214,31.172359,,,,,
32019,73.973555,70.596005,73.21173,73.973555,75.40471,77.20207,,,,,
16706,40.74919,40.639805,40.732985,40.74919,40.887845,40.900845,,,,,
16701,38.27296,38.25161,38.252065,38.27296,38.274955,38.28387,,,,,
16703,41.90301,41.80996,41.852785,41.90301,41.952905,42.130145,,,,,
22484,53.915335,53.829455,53.85896,53.915335,53.99546,54.22388,,,,,
22487,14.430585,14.37947,14.402345,14.430585,14.567275,14.60015,,,,,
22480,29.316375,29.00038,29.071995,29.316375,29.60727,29.71468,,,,,
12015,24.35095,24.29899,24.345795,24.35095,24.362095,24.365015,,,,,
12014,66.2917,64.33999,64.824555,66.2917,68.19268,68.88795,,,,,
12017,61.951515,60.70754,61.016105,61.951515,62.490135,62.868835,,,,,
12016,97.366925,96.80967,96.88852,97.366925,97.99724,100.7943,,,,,
22488,34.51756,34.37046,34.47411,34.51756,34.63905,35.447935,,,,,
12012,105.44756,103.856825,105.031175,105.44756,105.48205,109.895695,,,,,
17250,54.887225,53.508115,54.62043,54.887225,55.50461,55.511455,,,,,
17251,32.64509,31.36763,32.54009,32.64509,33.05698,33.39031,,,,,
24811,57.520065,57.42757,57.464645,57.520065,57.52316,57.645755,,,,,
35140,130.74016,130.303785,130.524025,130.74016,130.83577,130.973545,,,,,
10701,110.64513,110.133395,110.227445,110.64513,113.454985,119.921255,,,,,
10704,122.3767,122.24618,122.25872,122.3767,122.43568,123.379385,,,,,
24883,17.755025,17.714235,17.744365,17.755025,17.78925,17.97344,,,,,
24882,31.948155,31.784365,31.83062,31.948155,32.07998,32.14951,,,,,
24887,176.250165,176.1847,176.2471,176.250165,176.299995,176.37633,,,,,
24886,28.927715,28.82533,28.896795,28.927715,28.95389,29.01317,,,,,
24885,39.87362,37.22945,39.198555,39.87362,45.509105,47.04037,,,,,
21614,266.59269,258.660475,264.98364,268.20174,276.121865,,,,,,
24889,26.35055,26.25931,26.29043,26.35055,26.75637,26.857395,,,,,
26023,17.44796,17.4248,17.445175,17.44796,17.480785,17.636215,,,,,
10619,22.664175,22.60598,22.639105,22.664175,22.724395,22.77241,,,,,
26028,26.61439,26.2465,26.43402,26.61439,28.34023,28.594765,,,,,
10890,26.19241,25.10763,25.53394,26.19241,26.320375,26.5772,,,,,
22874,29.890435,29.824135,29.859655,29.890435,29.93293,29.962835,,,,,
22870,162.542,162.2185,162.501705,162.542,163.11025,170.80124,,,,,
22872,16.819235,16.74039,16.806,16.819235,16.824885,16.92902,,,,,
22873,26.78374,26.687305,26.75495,26.78374,26.98161,27.02714,,,,,
24081,22.123145,22.098975,22.11898,22.123145,22.135115,22.15091,,,,,
24080,41.252435,40.650985,40.90155,41.252435,41.36977,41.743025,,,,,
24086,34.081075,34.06668,34.07059,34.081075,34.11247,34.275885,,,,,
3513,24.790278,24.63975,24.676613,24.790278,24.925446,25.024517,,,,,
3517,102.915861,102.904341,102.908181,102.915861,102.965012,102.988821,,,,,
3515,33.480967,33.437191,33.463303,33.480967,33.519366,33.566983,,,,,
2685,128.663834,128.259866,128.35433,128.663834,128.714522,131.329562,,,,,
2681,28.138757,27.84615,27.932934,28.138757,28.173319,29.011206,,,,,
2682,46.145289,46.013962,46.103818,46.145289,46.195978,46.281994,,,,,
2683,30.233862,29.756166,30.082566,30.233862,38.823175,533.469035,,,,,
14626,200.24484,199.98427,200.19003,200.24484,200.279125,210.813865,,,,,
14623,347.865295,347.59583,347.84804,347.865295,347.98836,347.99282,,,,,
16768,39.833825,39.51017,39.7303,39.833825,39.915,40.19408,,,,,
14629,101.23383,101.136435,101.197725,101.23383,101.261655,101.30911,,,,,
99,80.885008,80.717584,80.751376,80.885008,81.605393,99.75554,,,,,
93,272.852023,272.756791,272.804407,272.852023,272.853559,273.023287,,,,,
92,28.177158,28.133382,28.16871,28.177158,28.438278,28.728582,,,,,
94,22.043141,21.934852,21.967109,22.043141,22.099973,22.209029,,,,,
97,147.379998,146.923806,147.254046,147.379998,147.555869,147.569694,,,,,
30411,41.534665,41.382435,41.48385,41.534665,41.75794,42.27983,,,,,
30410,33.646345,33.54971,33.568875,33.646345,33.65641,33.77263,,,,,
30413,27.71437,27.673825,27.68625,27.71437,27.71868,27.77014,,,,,
30412,33.951,30.980395,32.420195,33.951,38.40742,40.87119,,,,,
30414,35.69387,35.63629,35.66697,35.69387,35.759375,35.986085,,,,,
30419,35.58728,34.896415,34.977295,35.58728,36.186165,36.802885,,,,,
21733,55.07124,54.97577,55.01502,55.07124,55.16077,55.364955,,,,,
16235,55.390005,55.270405,55.27082,55.390005,55.549725,55.67391,,,,,
13050,20.3031,20.07606,20.24822,20.3031,20.351765,20.505505,,,,,
13051,180.858565,180.405505,180.543295,180.858565,182.150515,182.668155,,,,,
13056,151.153275,150.971185,151.082735,151.153275,151.42881,152.12538,,,,,
13057,52.407595,52.241795,52.271195,52.407595,52.68269,52.705325,,,,,
13055,90.17665,90.158515,90.16113,90.17665,90.19809,90.216765,,,,,
33507,32.91718,32.90465,32.908835,32.91718,32.96853,32.978915,,,,,
33505,44.51463,41.78051,43.483025,44.51463,46.68234,59.5975,,,,,
33502,122.54042,122.041185,122.246025,122.54042,125.207015,129.297185,,,,,
33855,50.317115,50.30265,50.31213,50.317115,50.33544,50.36761,,,,,
33500,151.50997,151.434005,151.479085,151.50997,151.52005,151.761135,,,,,
33501,288.196165,285.066385,286.10957,288.196165,288.46004,291.176045,,,,,
33508,255.137395,255.075315,255.106325,255.137395,255.184815,255.455875,,,,,
17826,255.389815,252.11561,254.44341,255.389815,256.119305,257.67746,,,,,
17825,38.76777,38.55522,38.67156,38.76777,39.349415,39.66592,,,,,
17822,166.389045,164.207975,164.9512,166.389045,167.335895,171.18369,,,,,
19306,49.964875,49.78406,49.80089,49.964875,53.17493,53.35406,,,,,
20252,299.594985,299.426055,299.55179,299.594985,299.83758,303.66052,,,,,
20253,353.708715,353.330455,353.636035,353.708715,354.08708,354.15433,,,,,
20250,32.29434,31.96613,32.12318,32.29434,32.343425,32.749405,,,,,
27571,181.676835,181.646875,181.674355,181.676835,181.72208,181.81235,,,,,
20257,28.8908,28.61103,28.739655,28.8908,28.91772,29.228355,,,,,
29819,38.581705,38.475605,38.47937,38.68404,38.87487,,,,,,
29765,20.374555,20.1535,20.260255,20.374555,20.454425,20.500625,,,,,
29764,49.86422,49.31917,49.54446,49.86422,49.939695,50.10683,,,,,
29814,186.658695,186.35285,186.56937,186.658695,186.89037,187.59237,,,,,
29762,49.07362,48.294465,48.793465,49.07362,50.08711,50.502405,,,,,
1174,157.5176,157.42928,157.503008,157.5176,157.72112,160.233248,,,,,
23058,8.248195,6.20505,7.92036,8.248195,8.31327,8.83627,,,,,
1171,97.87778,97.85474,97.873172,97.87778,97.878548,97.98914,,,,,
23054,38.006015,37.95263,37.99637,38.006015,38.028605,38.03348,,,,,
23050,61.04063,60.981255,61.0119,61.04063,61.09333,61.193385,,,,,
1179,97.655828,97.522964,97.653524,97.655828,97.955348,98.180372,,,,,
23052,32.854735,31.139765,32.76489,32.854735,33.706355,38.964235,,,,,
27619,46.86505,46.536365,46.85608,46.86505,47.194735,47.6237,,,,,
27613,33.744655,33.391625,33.51903,33.744655,33.87996,33.88031,,,,,
513,60.112141,59.481612,59.9739,60.112141,60.1275,60.176652,,,,,
27611,57.393205,56.743,56.94162,57.393205,57.54664,66.4077,,,,,
29924,30.3083,29.27644,29.529455,30.3083,30.34974,40.165135,,,,,
32621,31.476315,29.556525,30.019455,31.476315,32.626705,39.24807,,,,,
31233,360.78748,360.75111,360.773535,360.78748,360.83161,360.83578,,,,,
10712,172.91234,172.76802,172.84232,172.91234,173.05892,173.084865,,,,,
31235,25.316345,24.457095,24.617065,25.316345,26.03702,27.16795,,,,,
623,43.960329,43.909641,43.950345,43.960329,43.966473,44.783625,,,,,
22950,33.44413,32.731375,32.940645,33.44413,34.11739,34.1748,,,,,
621,61.082892,60.904716,61.01838,61.082892,61.205004,61.256461,,,,,
12832,61.747945,60.67509,61.722875,61.747945,62.020175,62.925445,,,,,
12830,44.416845,44.36996,44.40838,44.416845,44.434645,44.453445,,,,,
34558,39.11301,38.88572,38.992,39.11301,39.2711,40.520425,,,,,
870,96.811028,96.656659,96.724243,96.811028,96.82178,99.492116,,,,,
12834,48.436025,48.226215,48.38254,48.436025,48.50851,48.911635,,,,,
627,34.663687,34.625287,34.662151,34.663687,34.669831,34.852615,,,,,
12839,45.880345,45.34472,45.534355,45.880345,46.100855,46.32331,,,,,
34557,46.984715,46.82325,46.888615,46.984715,47.049595,49.125495,,,,,
34550,43.409165,43.11047,43.21159,43.409165,43.583735,44.00918,,,,,
34553,50.320085,49.56503,50.057725,50.320085,50.4432,50.462265,,,,,
26624,86.12042,85.710975,85.83674,86.12042,86.551915,86.638055,,,,,
26627,40.90041,40.25453,40.58858,40.90041,41.208645,43.097385,,,,,
