prb_id,median
35237,132.719115,132.21589,132.3665,132.719115,132.72377,132.752955
35232,107.652035,107.08314,107.57856,107.652035,108.615705,112.16937
35233,135.316955,128.640495,130.599095,135.316955,135.984165,137.91563
35230,30.28486,29.78413,30.055875,30.28486,30.329185,30.515885
35547,214.543725,214.350735,214.43428,214.543725,214.6485,216.10205
35239,79.43134,78.86888,79.302925,79.43134,79.64779,81.779585
11540,107.57643,106.51192,107.44649,107.57643,108.855805,109.530595
11541,125.4351,125.06073,125.400585,125.4351,125.58237,130.184265
28991,102.45104,102.42931,102.430265,102.45104,103.46334,103.96753
28999,137.31164,137.19242,137.210145,137.31164,137.39854,137.47714
19397,115.60228,113.04921,113.93469,115.60228,129.81483,130.844075
19396,117.79862,117.636605,117.75292,117.79862,117.900565,118.08823
19395,139.32914,139.24705,139.265045,139.32914,139.36391,139.628675
19394,100.502645,100.42934,100.496975,100.502645,100.5424,100.92152
19393,95.26681,95.23465,95.25068,95.26681,95.382655,95.561435
19391,115.644735,115.01481,115.146295,115.644735,116.16008,117.148305
22260,117.17196,117.14755,117.165095,117.17196,117.301695,117.480015
32232,77.416475,77.378095,77.389005,77.416475,77.41725,77.53036
22268,109.70915,106.87661,108.81873,109.70915,109.83374,111.09138
25060,50.72771,50.322225,50.563375,50.72771,50.980085,51.18395
25067,74.360025,74.309935,74.31858,74.360025,74.423505,74.4596
25064,270.08108,269.8648,270.049875,270.08108,270.25798,270.39061
25069,30.90889,30.199035,30.67895,30.90889,31.64213,32.8255
27376,116.071975,115.77928,115.83222,116.071975,119.86677,121.936305
27379,128.037335,127.58224,127.886395,128.037335,129.645075,129.74744
30708,97.999365,97.8274,97.99882,97.999365,98.371045,99.722525
25283,213.673625,213.562385,213.59323,213.673625,213.72523,213.87826
25280,246.7867,246.76322,246.77765,246.7867,246.79066,247.161005
25281,91.506645,91.304965,91.37347,91.506645,91.97877,92.06996
19972,63.005815,62.96197,62.978155,63.005815,63.49504,65.27009
19971,220.472445,220.38964,220.46429,220.472445,220.54124,220.56388
19970,227.33409,227.315995,227.33035,227.33409,227.36205,227.576325
274,91.18005,91.119378,91.16853,91.18005,91.19541,91.56405
32016,99.65645,99.417755,99.420425,99.65645,99.701015,100.0845
19975,110.943035,110.79819,110.822425,110.943035,111.01339,111.145615
277,95.141395,95.073811,95.084563,95.141395,95.194387,95.920147
32019,133.13008,130.795545,132.15295,133.13008,133.7958,143.05238
16706,96.79636,96.65057,96.745205,96.79636,96.801925,97.097055
16701,94.186585,94.1595,94.1819,94.186585,94.26574,94.43098
16703,103.90846,103.60748,103.88415,103.90846,103.96391,103.992825
22484,119.179165,118.943065,119.1777,119.179165,119.556085,119.71778
22487,78.211265,78.19396,78.209265,78.211265,78.21802,78.429175
22480,90.878045,90.72126,90.83298,90.878045,90.969105,91.12193
12015,100.55962,100.525745,100.54359,100.55962,100.662585,101.19541
12014,132.11979,130.206115,130.963995,132.11979,133.38161,133.439215
12017,129.378765,128.842925,129.16816,129.378765,129.896875,131.780215
12016,43.806685,42.40814,43.28976,43.806685,44.067235,54.092925
22488,95.52292,95.2706,95.378465,95.52292,95.58189,95.61126
12012,18.131955,18.073145,18.117725,18.131955,18.621225,18.93985
17250,118.17993,117.185105,118.04656,118.17993,119.19217,119.48638
35140,98.14364,97.645545,98.06819,98.14364,101.946225,107.951575
14926,97.597505,97.427915,97.499555,97.597505,97.628945,97.971765
10704,34.31175,34.136275,34.279105,34.31175,34.45277,34.599545
24883,82.300895,82.290225,82.2967,82.300895,82.30774,82.711595
24882,108.653815,108.528475,108.60058,108.653815,108.66582,108.74113
24887,236.989975,236.914745,236.98244,236.989975,237.04413,237.10217
24886,94.007185,93.843685,93.91189,94.007185,94.212365,95.11318
21614,189.99974,189.71654,189.92386,189.99974,190.091955,190.81826
24889,90.18348,90.12048,90.14057,90.18348,90.29176,90.509705
26023,82.10612,82.046655,82.05371,82.10612,82.125515,82.375945
26028,103.289815,103.178715,103.247445,103.289815,103.36841,104.014085
26576,91.817605,91.747115,91.780005,91.817605,91.821815,91.993205
22874,87.082135,87.03276,87.056615,87.082135,87.137425,87.39722
22870,77.340985,76.86552,77.137495,77.340985,77.68994,79.832885
22872,81.533175,81.486705,81.494655,81.533175,81.5834,81.72419
22873,95.801665,95.48828,95.66387,95.801665,95.834075,95.91538
24080,105.70936,105.232795,105.39653,105.70936,121.45263,267.47155
24086,97.25418,97.14043,97.182965,97.25418,97.265875,97.485195
3513,89.333778,88.676371,89.224723,89.333778,90.344466,90.852114
3517,22.089988,21.992452,22.08922,22.089988,22.095364,22.274309
3515,107.625238,107.293462,107.572246,107.625238,107.805717,107.963158
2685,38.536712,38.025992,38.11124,38.536712,43.396617,45.981705
2681,84.440081,84.273425,84.417809,84.440081,84.509969,84.768017
2682,100.790037,100.677909,100.712469,100.790037,100.952853,101.043476
2683,96.408596,94.828051,95.506196,96.408596,96.618259,99.134228
14626,231.77528,231.583655,231.76424,231.77528,231.790455,232.075595
14623,243.317675,243.105625,243.169035,243.317675,243.35781,243.473865
14629,20.52928,20.42086,20.498775,20.52928,20.5422,20.57259
99,131.133723,131.126042,131.126043,131.133723,131.281178,131.301146
93,206.010665,205.924649,205.959978,206.010665,206.045225,206.355497
92,90.448146,90.307602,90.370578,90.448146,90.478098,90.678546
94,87.234834,87.085074,87.170322,87.234834,87.326226,87.80085
97,78.490384,78.008848,78.204688,78.490384,78.5764,78.81064
30411,124.7313,124.336035,124.456225,124.7313,124.779685,125.019615
30410,114.09338,114.03414,114.069565,114.09338,114.179485,114.328785
30413,87.182095,86.954115,87.00402,87.182095,87.24821,87.692255
30412,112.101305,110.287945,110.56039,112.101305,116.13126,117.859
30414,99.794805,99.714635,99.73584,99.794805,99.87923,100.18119
30419,109.677505,109.07963,109.465215,109.677505,109.812595,111.85123
21733,125.66323,125.62414,125.62626,125.66323,125.738625,126.11839
13050,86.057115,85.850245,85.855875,86.057115,86.167905,86.24509
13051,227.951165,227.21334,227.38142,227.951165,228.33666,229.15131
13056,64.55208,64.338695,64.34461,64.55208,64.71258,65.08449
13057,115.51601,115.43952,115.49343,115.51601,115.532985,116.10082
13055,153.05496,152.97595,153.041135,153.05496,153.157895,153.177515
33507,94.56451,94.532315,94.540315,94.56451,94.568495,94.963205
18700,135.41221,135.29355,135.372685,135.41221,135.430555,135.57273
33854,122.269615,121.75982,121.85705,122.269615,122.270875,122.53689
33503,163.96459,163.72699,163.95921,163.96459,164.013685,164.229125
