prb_id,median
35237,57.36257,57.13993,57.14717,57.36257,57.712145,58.17754
35232,34.70114,32.843435,33.36093,34.70114,36.10029,36.61956
35233,65.52047,54.222165,60.817915,65.52047,67.04713,69.924005
35230,112.392015,111.895415,112.16499,112.392015,112.61263,112.894655
35547,137.157525,136.92779,137.02739,137.157525,138.15936,139.415295
35239,27.079805,26.823355,27.072255,27.079805,27.277475,27.2859
11540,40.31977,38.704125,38.960365,40.31977,42.83771,44.21154
11541,55.880735,54.021215,55.024625,55.880735,57.78947,62.040265
28991,39.405395,38.41173,39.22635,39.405395,39.7574,41.197505
28999,58.089545,58.00839,58.03616,58.089545,58.11156,58.4124
19397,66.70295,50.125965,50.744045,66.70295,68.263475,68.93434
19395,57.38918,57.36364,57.373465,57.38918,57.43938,57.63365
19394,36.171325,36.144685,36.169695,36.171325,36.188885,36.47978
19393,30.856235,30.748825,30.83576,30.856235,30.944825,31.19067
19391,31.37111,31.205705,31.329075,31.37111,31.73589,35.874975
22260,50.173835,50.14547,50.162535,50.173835,50.191005,50.62662
32232,24.17209,24.156575,24.169975,24.17209,24.24949,24.426685
22268,44.954095,43.643395,44.78337,44.954095,48.08728,49.715635
25060,149.32464,146.97249,148.339425,149.32464,155.17154,164.24569
25067,22.417935,22.348345,22.38404,22.417935,22.428865,22.63005
25064,231.34431,230.97227,231.111955,231.34431,231.59459,235.093455
25069,109.94108,109.32785,109.90362,109.94108,111.3656,113.476505
27376,44.462085,41.681415,43.941105,44.462085,45.90074,46.87355
27379,69.68477,68.430995,68.835955,69.68477,70.06037,70.26349
15958,171.035625,170.512315,170.939795,171.035625,171.29831,171.452005
25283,167.23606,167.158725,167.16632,167.23606,167.250205,167.37595
25280,183.07371,182.9353,183.050265,183.07371,183.20372,183.244985
25281,29.16474,28.743965,29.02655,29.16474,29.522385,29.56527
19972,172.948205,169.959885,170.149195,172.948205,180.770475,181.17644
19971,298.98695,298.85079,298.879345,299.094555,307.30362
19970,190.710025,190.61348,190.67699,190.710025,190.803705,191.047445
274,15.536643,15.357699,15.523587,15.536643,15.658755,15.667203
32016,38.14896,38.08333,38.099855,38.14896,38.393465,38.649745
19975,47.256215,46.74465,47.08705,47.256215,50.211185,56.077035
277,31.742982,31.717638,31.725318,31.742982,32.087814,33.145351
32019,63.876415,61.656805,61.82593,63.876415,66.14805,67.492225
16706,19.810055,19.759885,19.76135,19.810055,19.85341,20.22788
16701,17.3074,17.292585,17.29423,17.3074,17.39698,17.524675
16703,43.87679,43.828675,43.85669,43.87679,44.176995,44.634355
22484,54.320695,54.052895,54.08018,54.320695,54.34293,54.761745
22487,29.112795,29.025185,29.08135,29.112795,29.18727,29.267155
22480,30.35464,30.293675,30.30714,30.35464,30.57586,30.61799
12015,25.091365,25.04484,25.074025,25.091365,25.130535,25.344485
12014,86.676605,85.89432,86.666965,86.676605,87.103535,93.88934
12017,62.11931,60.54161,62.0607,62.11931,62.11991,62.485455
