target,prb_id,dst_addr,result1,result2,result3,,,
targetIP=a943.x.a.yimg.com,35237,217.212.252.193,33.97445,33.592265,33.13942,,,
targetIP=a943.x.a.yimg.com,35232,217.212.252.193,53.481535,51.655,50.97096,,,
targetIP=a943.x.a.yimg.com,35233,212.247.20.81,32.499395,36.510135,34.77924,,,
targetIP=a943.x.a.yimg.com,35230,184.150.154.24,16.493385,16.476175,16.324365,,,
targetIP=a943.x.a.yimg.com,35547,104.75.84.19,4.26983,3.85986,3.69947,,,
targetIP=a943.x.a.yimg.com,35239,176.255.202.32,5.732075,5.79182,5.887635,,,
targetIP=a943.x.a.yimg.com,11540,88.221.144.130,16.816475,14.989775,13.727885,,,
targetIP=a943.x.a.yimg.com,11541,88.221.117.40,46.834165,47.10429,52.524595,,,
targetIP=a943.x.a.yimg.com,28991,104.121.76.67,8.16102,7.650025,6.8683,,,
targetIP=a943.x.a.yimg.com,10610,23.54.158.25,17.527375,17.80512,17.425815,,,
targetIP=a943.x.a.yimg.com,19397,92.123.72.89,30.700115,33.8182,42.05748,,,
targetIP=a943.x.a.yimg.com,19396,80.68.78.41,1.85111,1.790075,1.79715,,,
targetIP=a943.x.a.yimg.com,19395,80.239.247.47,42.98354,43.015285,42.933405,,,
targetIP=a943.x.a.yimg.com,19394,92.122.48.48,7.60503,7.57701,7.54861,,,
targetIP=a943.x.a.yimg.com,19393,77.109.137.185,2.891345,9.226975,2.838745,,,
targetIP=a943.x.a.yimg.com,19391,2.21.74.99,14.430365,15.157165,15.664575,,,
targetIP=a943.x.a.yimg.com,22260,217.212.252.193,56.993075,56.872455,55.789975,,,
targetIP=a943.x.a.yimg.com,32232,92.122.192.33,4.34597,4.313295,4.247075,,,
targetIP=a943.x.a.yimg.com,25060,184.25.204.114,12.20676,10.885215,24.82126,,,
targetIP=a943.x.a.yimg.com,25067,88.221.117.18,10.861605,10.87234,10.817815,,,
targetIP=a943.x.a.yimg.com,25069,107.14.40.217,33.60121,34.66556,29.688065,,,
targetIP=a943.x.a.yimg.com,33925,88.221.117.18,16.0764,18.078415,16.55103,,,
targetIP=a943.x.a.yimg.com,27376,88.221.117.40,20.13223,11.283915,17.417985,,,
targetIP=a943.x.a.yimg.com,27379,95.100.252.34,49.734515,49.66396,50.01211,,,
targetIP=a943.x.a.yimg.com,30708,92.226.1.171,59.678375,45.81878,59.88851,,,
targetIP=a943.x.a.yimg.com,25283,41.206.102.9,25.38564,25.27436,25.279585,,,
targetIP=a943.x.a.yimg.com,25280,184.25.109.122,38.73439,38.75622,38.632565,,,
targetIP=a943.x.a.yimg.com,25281,95.100.252.56,8.881955,9.05869,9.05159,,,
targetIP=a943.x.a.yimg.com,19972,187.190.54.186,7.401445,27.7954,18.82114,,,
targetIP=a943.x.a.yimg.com,19971,203.184.9.25,0.71565,0.67958,0.65493,,,
targetIP=a943.x.a.yimg.com,19970,124.155.223.8,2.80481,2.628495,2.576335,,,
targetIP=a943.x.a.yimg.com,274,88.221.117.40,11.503875,11.30573,11.22893,,,
targetIP=a943.x.a.yimg.com,19976,166.70.146.135,1.801105,1.54593,1.546015,,,
targetIP=a943.x.a.yimg.com,19975,217.212.252.195,63.894965,62.01166,62.764095,,,
targetIP=a943.x.a.yimg.com,277,2.16.186.48,10.621442,9.831938,10.155266,,,
targetIP=a943.x.a.yimg.com,32019,88.221.113.176,63.288545,60.511635,58.492495,,,
targetIP=a943.x.a.yimg.com,16706,2.21.74.99,3.124545,3.025885,3.003065,,,
targetIP=a943.x.a.yimg.com,16701,2.21.74.98,0.80679,0.74127,0.748225,,,
targetIP=a943.x.a.yimg.com,16703,2.16.117.72,30.138485,30.146975,29.98755,,,
targetIP=a943.x.a.yimg.com,22487,92.122.53.9,16.80007,12.850435,14.466095,,,
targetIP=a943.x.a.yimg.com,22480,95.100.252.56,79.79584,75.708755,50.619685,,,
targetIP=a943.x.a.yimg.com,12015,173.223.106.8,21.457475,21.46039,21.45243,,,
targetIP=a943.x.a.yimg.com,12014,104.93.82.177,110.35591,111.815265,66.96008,,,
targetIP=a943.x.a.yimg.com,12017,77.120.60.161,12.567185,9.614835,10.46339,,,
targetIP=a943.x.a.yimg.com,12016,104.70.178.91,36.0469,37.67815,41.99963,,,
targetIP=a943.x.a.yimg.com,22488,23.65.29.58,2.720425,2.649185,2.431735,,,
