target,prb_id,dst_addr,result1,result2,result3,,,
targetIP=officecdn.microsoft.com.edgesuite.net,35237,81.198.165.233,17.716115,17.37595,18.68786,,,
targetIP=officecdn.microsoft.com.edgesuite.net,35232,94.246.183.34,44.54079,41.33148,42.58806,,,
targetIP=officecdn.microsoft.com.edgesuite.net,35233,212.247.14.16,26.82651,46.372465,46.009065,,,
targetIP=officecdn.microsoft.com.edgesuite.net,35230,184.150.154.27,16.216925,16.41948,15.69712,,,
targetIP=officecdn.microsoft.com.edgesuite.net,35547,222.165.168.201,4.200995,3.8933,3.6308,,,
targetIP=officecdn.microsoft.com.edgesuite.net,35239,176.255.234.209,5.663225,5.611945,5.106065,,,
targetIP=officecdn.microsoft.com.edgesuite.net,11540,2.22.144.128,20.598555,17.396745,16.006665,,,
targetIP=officecdn.microsoft.com.edgesuite.net,28991,104.121.76.19,6.506815,7.886215,6.80075,,,
targetIP=officecdn.microsoft.com.edgesuite.net,20052,2.16.186.90,3.21644,3.21212,3.187415,,,
targetIP=officecdn.microsoft.com.edgesuite.net,28999,2.16.100.179,60.684175,60.606475,60.98203,,,
targetIP=officecdn.microsoft.com.edgesuite.net,10610,72.247.177.96,20.354985,20.047735,20.343185,,,
targetIP=officecdn.microsoft.com.edgesuite.net,19397,92.123.72.17,23.737605,37.7896,36.754925,,,
targetIP=officecdn.microsoft.com.edgesuite.net,19396,80.68.78.16,1.83002,1.75631,1.6435,,,
targetIP=officecdn.microsoft.com.edgesuite.net,19395,193.45.15.104,114.090515,64.538925,119.592525,,,
targetIP=officecdn.microsoft.com.edgesuite.net,19394,92.122.48.18,9.09363,8.896325,8.915035,,,
targetIP=officecdn.microsoft.com.edgesuite.net,19393,194.230.81.187,1.537985,1.566755,1.596835,,,
targetIP=officecdn.microsoft.com.edgesuite.net,19391,2.21.74.91,14.986605,14.266335,15.628165,,,
targetIP=officecdn.microsoft.com.edgesuite.net,22260,194.158.214.163,4.989675,4.89847,4.89285,,,
targetIP=officecdn.microsoft.com.edgesuite.net,32232,23.55.58.219,3.807215,3.71876,3.74841,,,
targetIP=officecdn.microsoft.com.edgesuite.net,25060,23.215.102.200,81.547805,60.254075,58.832015,,,
targetIP=officecdn.microsoft.com.edgesuite.net,25067,2.18.65.98,2.336615,2.306745,2.318675,,,
targetIP=officecdn.microsoft.com.edgesuite.net,33925,92.123.64.34,24.189545,7.927495,23.95107,,,
targetIP=officecdn.microsoft.com.edgesuite.net,27376,2.16.216.73,18.68084,19.02199,19.638045,,,
targetIP=officecdn.microsoft.com.edgesuite.net,27379,95.100.252.34,49.729615,49.898355,48.91079,,,
targetIP=officecdn.microsoft.com.edgesuite.net,30708,89.27.242.74,19.20413,18.387445,18.393405,,,
targetIP=officecdn.microsoft.com.edgesuite.net,25283,41.206.102.11,25.34577,25.294555,25.302215,,,
targetIP=officecdn.microsoft.com.edgesuite.net,25280,182.19.89.105,34.11585,33.615445,33.63006,,,
targetIP=officecdn.microsoft.com.edgesuite.net,25281,2.20.242.17,1.73387,2.171065,1.516695,,,
targetIP=officecdn.microsoft.com.edgesuite.net,19972,189.247.214.187,8.976035,30.93426,18.820165,,,
targetIP=officecdn.microsoft.com.edgesuite.net,19971,203.184.9.19,2.206095,0.669145,0.672445,,,
targetIP=officecdn.microsoft.com.edgesuite.net,19970,132.147.115.10,1.82532,1.69692,1.845105,,,
targetIP=officecdn.microsoft.com.edgesuite.net,274,87.245.215.8,38.425352,13.873923,22.818821,,,
targetIP=officecdn.microsoft.com.edgesuite.net,16256,95.101.72.146,24.596505,25.61409,24.427215,,,
targetIP=officecdn.microsoft.com.edgesuite.net,19975,62.140.236.168,35.991085,35.89805,35.79851,,,
targetIP=officecdn.microsoft.com.edgesuite.net,19974,203.184.9.19,0.819295,0.831325,0.75516,,,
targetIP=officecdn.microsoft.com.edgesuite.net,32019,88.221.112.163,65.442535,56.515245,55.592315,,,
targetIP=officecdn.microsoft.com.edgesuite.net,16706,104.83.5.18,9.25742,9.19287,9.28887,,,
targetIP=officecdn.microsoft.com.edgesuite.net,16701,2.21.74.91,1.079475,0.73909,0.7459,,,
targetIP=officecdn.microsoft.com.edgesuite.net,16703,95.101.182.162,21.655465,22.118905,20.899195,,,
targetIP=officecdn.microsoft.com.edgesuite.net,22487,92.122.122.138,11.182915,13.22201,8.943585,,,
targetIP=officecdn.microsoft.com.edgesuite.net,22480,95.100.252.34,13.47705,12.97739,13.173955,,,
targetIP=officecdn.microsoft.com.edgesuite.net,12015,2.20.242.25,0.69219,0.617805,0.63046,,,
targetIP=officecdn.microsoft.com.edgesuite.net,12017,77.120.60.211,9.812605,13.961095,12.058035,,,
targetIP=officecdn.microsoft.com.edgesuite.net,12016,104.70.178.57,57.2775,58.762125,56.194935,,,
targetIP=officecdn.microsoft.com.edgesuite.net,22488,23.65.29.49,2.618865,2.38633,2.398725,,,
targetIP=officecdn.microsoft.com.edgesuite.net,12012,184.26.44.97,16.12793,16.609995,16.339255,,,
targetIP=officecdn.microsoft.com.edgesuite.net,17250,2.17.123.168,35.117525,36.174045,34.93122,,,
targetIP=officecdn.microsoft.com.edgesuite.net,10704,67.129.144.27,20.181745,20.100515,21.995305,,,
targetIP=officecdn.microsoft.com.edgesuite.net,24883,88.221.112.211,1.333085,1.27249,1.318165,,,
targetIP=officecdn.microsoft.com.edgesuite.net,24882,194.230.81.137,4.95797,4.76421,4.706645,,,
targetIP=officecdn.microsoft.com.edgesuite.net,24887,210.57.59.27,134.637945,134.499095,134.545925,,,
targetIP=officecdn.microsoft.com.edgesuite.net,24886,89.27.241.19,11.49701,11.44406,11.414035,,,
targetIP=officecdn.microsoft.com.edgesuite.net,21614,200.61.25.121,10.214105,11.36296,10.249215,,,
targetIP=officecdn.microsoft.com.edgesuite.net,24889,90.223.233.209,18.30901,18.234655,18.31157,,,
targetIP=officecdn.microsoft.com.edgesuite.net,26023,95.100.96.186,3.18874,2.89261,2.96,,,
targetIP=officecdn.microsoft.com.edgesuite.net,26028,88.221.254.16,11.184225,12.55762,10.23583,,,
targetIP=officecdn.microsoft.com.edgesuite.net,10890,88.221.254.32,7.526225,7.281595,7.73523,,,
targetIP=officecdn.microsoft.com.edgesuite.net,1372,88.217.189.232,17.330691,13.039875,15.452931,,,
targetIP=officecdn.microsoft.com.edgesuite.net,22870,96.17.109.80,10.93266,10.30178,10.687305,,,
targetIP=officecdn.microsoft.com.edgesuite.net,22872,95.100.252.42,1.059145,0.99781,1.020465,,,
targetIP=officecdn.microsoft.com.edgesuite.net,22873,95.100.252.42,12.76549,12.530945,12.894575,,,
targetIP=officecdn.microsoft.com.edgesuite.net,24081,92.122.213.194,1.62409,1.658465,1.601275,,,
targetIP=officecdn.microsoft.com.edgesuite.net,24080,104.103.72.97,144.7088,10.555845,10.14087,,,
targetIP=officecdn.microsoft.com.edgesuite.net,3513,2.18.65.98,15.664131,15.068163,15.364611,,,
targetIP=officecdn.microsoft.com.edgesuite.net,3517,206.40.110.247,1.447681,1.360129,1.373185,,,
targetIP=officecdn.microsoft.com.edgesuite.net,3515,95.101.72.146,8.668418,8.560898,8.550146,,,
targetIP=officecdn.microsoft.com.edgesuite.net,2685,184.84.244.74,13.967619,9.060099,8.793602,,,
targetIP=officecdn.microsoft.com.edgesuite.net,2681,2.18.65.98,12.960003,12.933891,12.864003,,,
targetIP=officecdn.microsoft.com.edgesuite.net,2682,92.123.155.49,5.588737,5.475842,5.47661,,,
targetIP=officecdn.microsoft.com.edgesuite.net,2683,2.22.55.82,14.648067,15.033603,14.416131,,,
targetIP=officecdn.microsoft.com.edgesuite.net,14626,124.155.223.120,2.74634,2.777225,2.932955,,,
targetIP=officecdn.microsoft.com.edgesuite.net,14623,104.99.238.115,177.0807,178.727325,177.93385,,,
targetIP=officecdn.microsoft.com.edgesuite.net,14629,209.133.80.33,40.80261,40.835185,40.834625,,,
targetIP=officecdn.microsoft.com.edgesuite.net,99,88.221.134.35,58.417932,57.970188,58.037004,,,
targetIP=officecdn.microsoft.com.edgesuite.net,93,210.7.43.138,1.234176,1.099776,1.092864,,,
targetIP=officecdn.microsoft.com.edgesuite.net,92,95.100.96.184,3.622657,4.186369,3.520513,,,
targetIP=officecdn.microsoft.com.edgesuite.net,94,95.100.96.184,6.18701,6.164737,6.084097,,,
targetIP=officecdn.microsoft.com.edgesuite.net,97,23.197.50.48,25.037573,25.514501,24.570629,,,
targetIP=officecdn.microsoft.com.edgesuite.net,30410,92.122.48.33,0.70217,0.618005,0.56802,,,
targetIP=officecdn.microsoft.com.edgesuite.net,30413,92.123.155.41,13.027555,12.99869,12.995895,,,
targetIP=officecdn.microsoft.com.edgesuite.net,30412,2.22.144.129,18.381475,18.6889,18.603755,,,
targetIP=officecdn.microsoft.com.edgesuite.net,30414,104.103.72.82,4.06163,3.948215,3.81209,,,
targetIP=officecdn.microsoft.com.edgesuite.net,30419,2.22.144.114,19.554915,19.269735,16.335035,,,
targetIP=officecdn.microsoft.com.edgesuite.net,13050,92.123.143.234,10.350975,10.24158,10.13267,,,
targetIP=officecdn.microsoft.com.edgesuite.net,13056,23.215.102.232,6.21301,8.11838,11.29376,,,
targetIP=officecdn.microsoft.com.edgesuite.net,13055,185.48.240.218,34.119645,34.07001,34.07037,,,
targetIP=officecdn.microsoft.com.edgesuite.net,33507,92.122.213.194,10.000635,9.990515,9.971355,,,
targetIP=officecdn.microsoft.com.edgesuite.net,18700,200.143.247.16,25.162655,25.17673,25.137305,,,
targetIP=officecdn.microsoft.com.edgesuite.net,33854,104.103.72.97,14.29084,15.220985,14.87033,,,
targetIP=officecdn.microsoft.com.edgesuite.net,33503,179.31.48.25,5.6116,5.89534,6.064665,,,
targetIP=officecdn.microsoft.com.edgesuite.net,33856,23.55.38.147,15.585425,15.48351,15.432205,,,
targetIP=officecdn.microsoft.com.edgesuite.net,33508,200.2.124.104,0.44247,0.382805,0.51144,,,
targetIP=officecdn.microsoft.com.edgesuite.net,17826,179.31.48.25,3.734975,6.321945,5.33182,,,
targetIP=officecdn.microsoft.com.edgesuite.net,17825,23.64.15.75,7.63074,7.313605,7.293095,,,
targetIP=officecdn.microsoft.com.edgesuite.net,17822,23.204.103.57,33.56781,33.340885,31.05752,,,
