target,prb_id,dst_addr,result1,result2,result3,,,
targetIP=appldnld.apple.com.edgesuite.net,35237,81.198.165.34,17.28304,17.122185,17.02186,,,
targetIP=appldnld.apple.com.edgesuite.net,35232,94.246.183.25,6.79146,181.3221,8.130585,,,
targetIP=appldnld.apple.com.edgesuite.net,35233,92.123.155.32,31.56926,44.8242,42.856965,,,
targetIP=appldnld.apple.com.edgesuite.net,35230,184.150.154.43,16.410035,16.55003,15.842065,,,
targetIP=appldnld.apple.com.edgesuite.net,35547,222.165.168.200,6.668165,3.901045,3.663785,,,
targetIP=appldnld.apple.com.edgesuite.net,35239,90.223.233.202,7.041215,7.15062,6.84768,,,
targetIP=appldnld.apple.com.edgesuite.net,11540,88.221.254.208,12.69012,11.3303,11.97559,,,
targetIP=appldnld.apple.com.edgesuite.net,28991,92.122.49.66,32.27339,32.992975,31.59197,,,
targetIP=appldnld.apple.com.edgesuite.net,19927,88.221.254.27,10.946205,12.100315,10.133525,,,
targetIP=appldnld.apple.com.edgesuite.net,19397,92.123.72.7,23.878055,24.700255,28.25276,,,
targetIP=appldnld.apple.com.edgesuite.net,19396,2.23.167.48,2.033585,1.89393,1.833915,,,
targetIP=appldnld.apple.com.edgesuite.net,19395,23.58.223.130,98.670775,98.540035,98.659365,,,
targetIP=appldnld.apple.com.edgesuite.net,19394,92.122.48.33,9.1931,9.1355,9.149315,,,
targetIP=appldnld.apple.com.edgesuite.net,19393,23.10.249.176,1.562165,1.27716,1.40301,,,
targetIP=appldnld.apple.com.edgesuite.net,19391,2.21.74.17,15.10328,15.07997,15.61439,,,
targetIP=appldnld.apple.com.edgesuite.net,22260,134.17.0.112,3.81474,3.751855,3.93857,,,
targetIP=appldnld.apple.com.edgesuite.net,32232,23.55.59.32,3.80497,3.710805,3.77348,,,
targetIP=appldnld.apple.com.edgesuite.net,22268,95.101.128.104,14.74572,13.24167,17.142235,,,
targetIP=appldnld.apple.com.edgesuite.net,25060,184.25.204.123,25.49496,13.426615,22.43687,,,
targetIP=appldnld.apple.com.edgesuite.net,25067,2.22.146.35,0.636625,0.54667,0.63188,,,
targetIP=appldnld.apple.com.edgesuite.net,25069,23.74.28.10,19.600335,121.33086,21.977175,,,
targetIP=appldnld.apple.com.edgesuite.net,27376,2.22.8.34,20.308795,21.97274,15.57262,,,
targetIP=appldnld.apple.com.edgesuite.net,27379,88.221.134.58,49.79692,48.367425,49.86134,,,
targetIP=appldnld.apple.com.edgesuite.net,27304,82.216.34.16,8.366675,8.170905,7.472075,,,
targetIP=appldnld.apple.com.edgesuite.net,15958,23.215.100.211,12.356695,12.57951,12.518745,,,
targetIP=appldnld.apple.com.edgesuite.net,25283,41.206.102.17,25.358495,25.252515,25.236325,,,
targetIP=appldnld.apple.com.edgesuite.net,25280,184.25.109.196,38.650555,38.595825,38.60881,,,
targetIP=appldnld.apple.com.edgesuite.net,25281,95.100.252.49,10.13769,9.569485,10.00194,,,
targetIP=appldnld.apple.com.edgesuite.net,19972,187.190.54.194,13.70148,5.636515,15.47935,,,
targetIP=appldnld.apple.com.edgesuite.net,19971,203.152.100.200,0.531185,0.505785,0.45399,,,
targetIP=appldnld.apple.com.edgesuite.net,19970,132.147.115.10,1.772555,1.69101,1.725555,,,
targetIP=appldnld.apple.com.edgesuite.net,274,23.214.196.11,8.718337,23.067653,28.628742,,,
targetIP=appldnld.apple.com.edgesuite.net,19976,166.70.146.143,1.73213,1.602215,1.594215,,,
targetIP=appldnld.apple.com.edgesuite.net,19975,2.21.89.32,88.07264,88.08048,88.00856,,,
targetIP=appldnld.apple.com.edgesuite.net,277,2.16.186.17,10.14221,9.722114,9.408002,,,
targetIP=appldnld.apple.com.edgesuite.net,32019,23.200.86.168,45.2308,42.81116,61.88208,,,
targetIP=appldnld.apple.com.edgesuite.net,16706,2.21.74.11,3.06167,3.03193,3.07602,,,
targetIP=appldnld.apple.com.edgesuite.net,16701,2.21.74.17,0.803485,0.727525,0.77701,,,
targetIP=appldnld.apple.com.edgesuite.net,16703,95.101.182.153,26.53322,26.66629,26.06414,,,
targetIP=appldnld.apple.com.edgesuite.net,22487,92.122.122.144,7.74575,8.097225,7.72386,,,
targetIP=appldnld.apple.com.edgesuite.net,22480,88.221.14.16,13.964815,13.51951,13.67633,,,
targetIP=appldnld.apple.com.edgesuite.net,12015,95.100.252.49,7.70986,7.668495,7.741275,,,
